ID,Mass,x,y,z,vx,vy,vz,ax,ay,az,adotx,adoty,adotz,Kinetic,Potential,Total Energy,Bound
Total Energy:,-0.5025729647167484,Kinetic:,0.5025729647167484,Potential,-1.0051459294334968,Virial Ratio,1.0,Time,0.0,"Timestep, dt",2.448095164011299e-07,,,,,,
1,0.04675491629549555,0.00561405506253736,-0.010773121478701924,0.021995502072138025,0.3423117580979276,-0.5317958989998477,0.46112857967165477,-2.6236609942007014,5.712946916198868,-13.631923441736339,-150.40603262067646,-89.0996481975488,725.2335432702528,0.01725433719553498,-0.010133964658718714,0.007120372536816265,False
2,0.018529330054142416,-0.0049321712265872585,-0.0009410374282849885,0.003831316679953539,-0.3121942967517411,-0.5808888319101414,0.5664632912933368,-3.446147838428047,13.91083840457502,-12.06764883763394,-1714.1491171900843,2053.7555725084185,-4468.753324045463,0.008033825835920256,-0.008985325080601275,-0.0009514992446810182,True
3,0.04518276641403399,-0.01085470447587432,-0.006436692869244,-0.005322191665977074,-0.10242781198094258,-0.5079811246979608,0.14921937127368004,24.83509100924163,13.06601410984595,16.317866776743635,262.9767904494173,-178.3411322466982,-876.5492152730328,0.0066070344359157596,-0.01662236116023122,-0.01001532672431546,True
4,0.07859129507542952,-0.008707118599979843,0.0007051757322668456,0.001547561076464883,0.5187141481083977,0.18115496157320793,0.43521576963043884,21.796554284063056,-3.040184095350254,4.333605355517866,-1873.4839784780502,-1830.5489512367278,-1834.3254207928148,0.028242112309864387,-0.0349061328680144,-0.0066640205581500155,True
5,0.024372097271698617,-0.017993630521299913,0.00027812489902189646,-0.003994860101994798,0.25535417662994736,-0.5046496665833905,0.0977377421563758,27.77995816453226,0.3351130834208843,7.522916454419866,-9.342512363911908,349.59476893598804,13.820385501172098,0.004112250946405194,-0.007426367621981286,-0.0033141166755760914,True
6,0.11799197290749319,0.0001603353373820348,0.007302785879742531,-0.0011787462085518432,0.4948403304374567,-0.5553058033215822,-0.2423167012748273,33.99652485934322,-23.960332044170613,28.107588045769145,-16701.939942012756,9824.762157355717,6706.775249225432,0.030649128820501272,-0.06464845917964063,-0.03399933035913935,True
7,0.04047718374199101,-0.010154952939980012,0.002878158251263423,-0.004475881167918292,0.23804876089059893,-0.24671035909340666,-0.19030398307816354,37.41012258812352,-7.296111961139191,11.45149492448426,-1215.8727746684644,1820.3361386882182,31.711344996125433,0.002121363889335234,-0.01694825469689392,-0.014826890807558685,True
8,0.028435150999438004,0.0054290787074535935,0.01665730656764161,0.0056040478758005805,0.41259098764579116,0.37341539209751906,0.003485149172335429,-15.610309310718002,-24.82930576032884,-10.59471476120333,1282.1899955658735,1595.1726989902684,927.3930086372923,0.005966828255146962,-0.008775158326426108,-0.002808330071279146,True
9,0.05505548503310633,-0.00010318812503077798,-0.01368057995223791,0.0047359740868496945,0.3276371145596073,0.26099930134469007,-0.5314297260761516,-20.065128921874827,38.54233746982872,-12.951825592555178,-307.93467225349684,2021.8491273678326,11037.23851061643,0.010364411258501348,-0.020775090478796346,-0.010410679220294998,True
10,0.18937372162255572,-0.003701236008366486,0.011465855714673944,0.007473747136359231,-0.206476541236125,-0.48350304830317475,-0.009911621833158626,8.61785278078514,-20.407376211162095,-25.330485339058452,117.2068364220076,276.8678649529277,-693.0735394886427,0.021245695520307546,-0.0629159216739448,-0.04167022615363726,True
11,0.08898010300558229,-0.0024752784266998864,0.015326431192197442,0.00042752739594736997,0.06296553303162054,-0.36330060636089495,0.1779549133239666,6.885891827204566,-39.33091405547006,5.048307109821961,-361.2116859471893,-1253.8383816194894,-1651.1344615672424,0.009293027761033398,-0.03161465979690584,-0.022321632035872445,True
12,0.03387610681503564,-0.004775382184836444,-0.01590167465077516,-0.007569229462166113,0.5042725080945172,0.01979221591708125,-0.15551793776763986,5.58767813675663,21.786031392915167,12.329271431125088,-758.1081230735671,251.57394397241808,-97.0789834742969,0.004991801161077595,-0.009878615962416484,-0.004886814801338888,True
13,0.0483746048942271,-0.005717124182106147,-0.003757285036830758,-0.019836089393309737,0.024098661922221657,-0.4504032415557496,0.4223451679518483,4.969396471341106,3.5150339034152447,19.144378515431733,337.8237037721884,747.444488819932,653.375867440968,0.01176468320474799,-0.012272324338403216,-0.0005076411336552272,True
14,0.15697937880755136,-0.002214215436340635,-0.012103757403207146,0.004469879535954082,0.2037079391653821,0.5315495119180879,0.5064456319258167,10.79097895092424,17.286966365330333,-10.114304739947698,-1282.258439347244,-855.7570486160737,-5009.271198998143,0.06748219654770486,-0.05320494839439635,0.014277248153308511,False
15,0.031902051090040996,-0.009138205236904626,-0.007327805309598354,-0.0040789590249329846,-0.3525376347814475,-0.2605857495224906,-0.3050285777435741,15.925888536795716,20.840826904079712,7.736990128912597,-1197.9963838396852,-615.8749408933904,973.5875469478809,0.002567937690320928,-0.012573189512026165,-0.010005251821705237,True
16,0.15609569474947757,-0.006081786801967995,0.0026638236308314995,-0.007004918744658899,0.4525487018241773,-0.09791573312779066,-0.5938382487210611,14.839658622034008,-3.462427899084902,28.85935741908073,1112.48353289702,515.1161157317736,1056.1010382076213,0.033061932884868736,-0.06052432583243317,-0.027462392947564432,True
17,0.05697858186501185,-0.0013158749449481725,-0.0032014251846372577,-0.009524447245636242,0.3009404691083316,0.37322635484284183,0.0395876853734411,-1.7551377347745738,11.463515256374315,28.232498896582552,-558.7277456649168,1347.2453017881217,417.0818437868577,0.00985564065824941,-0.022008989858604427,-0.012153349200355016,True
18,0.04728779934781467,-0.003091235993769599,0.0016720910016477732,0.005529017007961522,-0.19286299336494195,0.3350538137572901,-0.4480013257377976,-1.4160748353230321,3.35947720936233,-28.661921297005897,1867.509368149509,107.51917876802665,-120.72874689388186,0.006459923567125157,-0.02164815599591098,-0.015188232428785824,True
19,0.2262894124479014,0.00772548546984683,-0.007923035646239134,-0.0035404748254767426,0.22279202977860074,0.07809139158539884,-0.5368423034466028,-14.018151826571692,23.71613428022366,17.316024718412763,-337.09904394671617,-222.74352657034694,-383.2209919951968,0.02589214933984225,-0.07731296509284656,-0.051420815753004306,True
20,0.3385097181802047,0.013370396250048308,-0.0028552699433255077,0.004859035584629208,-0.24051975180635157,0.3909438400339687,-0.2493396663188399,-22.28131912778714,1.3127194560655018,-12.157246893194952,-124.90309809871579,-381.7472587294472,-384.08554335094675,0.04468581319576962,-0.09313341298649021,-0.04844759979072059,True
21,0.05185104404486375,-0.004637605729977267,-0.00844060722835771,-0.0033136022643413124,-0.24520088256193195,-0.40266689957551005,0.2490686064925578,6.078408216622919,21.378460189161714,10.67064629041744,654.3632826802017,728.7005167327726,-973.6405369188742,0.008387468319253459,-0.020738589817362166,-0.012351121498108707,True
22,0.10186146458536212,0.002322104108808531,0.007897262553217826,-0.0039297546097580485,-0.5071033604919442,-0.07220349180490253,-0.07280019816228867,-30.21632910722324,-27.56741362300981,58.533814945546546,27.7150564609884,-5954.465995396958,5254.055223131069,0.011917565565257813,-0.048092459404166885,-0.036174893838909074,True
23,0.02595360200332194,-0.0022287712010260327,0.0026362760730161633,-0.0028958794723590066,0.1580572121178004,-0.4783292271350426,-0.49158876478203506,8.731417037392541,17.241978538659914,14.821905472985893,-582.2109777683042,3481.514536144466,943.9858137611511,0.004065556382410839,-0.013442652307254402,-0.009377095924843563,True
24,0.08465167763307568,0.006795152458240759,-0.00421667562229165,-0.0010892489444534266,0.1893492729968038,0.4121007104361802,-0.5360178892392341,-4.809419122757646,-7.442704660202519,-3.2668195067113928,-1684.3408686327525,969.339128975936,3261.624047749982,0.017885301876773813,-0.03777957056531903,-0.01989426868854522,True
25,0.015855137214766127,-0.01423142996144804,-0.008260180714346449,-0.005726246928533716,-0.13332442253913016,-0.5825909350595949,0.35188379288452015,27.792860046781694,16.782401932228954,11.106340165808891,-39.10949919510479,550.484714436072,-1258.1957773857287,0.004240673693751637,-0.005113352008019759,-0.0008726783142681219,True
26,0.08469127773304087,0.010980988401346977,-0.002080252369337564,-0.022274207440394433,0.21543646862669313,-0.6310354541773683,-0.4223982104723537,-6.522398682979925,0.6584280918901847,13.131046547614107,66.70127323941108,286.55108314889935,-93.21854566828215,0.018854993166416017,-0.01796016537343712,0.0008948277929788952,False
27,0.03684247406894001,-0.013886775259481857,0.009318630488457252,0.0008847004657985969,-0.036582460999596444,0.14977000295593798,-0.059441405511754135,23.577748555590944,-17.150655120050263,1.9201492938138578,-782.0497459767317,411.8503817322819,-300.1209966459903,0.0010706091612239254,-0.012368248311507023,-0.011297639150283098,True
28,0.02131430819526831,-0.01586489972864119,0.008682446986579537,0.0026283538729870697,-0.5662477348410743,0.2277367320786326,-0.5081918031394105,29.28233697004021,-11.684822872718634,-7.325036576440229,175.90512935193425,366.0153067927393,2388.0402766883626,0.005290417369806998,-0.006858590368695096,-0.0015681729988880977,True
29,0.28093326808639046,0.0014387909139826323,0.006913771508076158,3.332638433178555e-05,-0.5980472520693224,-0.12472052712543884,-0.39442732310615725,-24.710168650136698,-6.513068633044764,-23.22328883697985,7802.677351531834,-3180.825735758172,-4499.041196310843,0.05332992580869822,-0.12401655549651301,-0.07068662968781479,True
30,0.21484291115709486,-0.010201386138416202,-0.0019759318792151336,0.0063197836141975555,-0.37092191581884026,-0.4326817682638448,-0.10501834554626784,22.761513014326884,9.718676694924406,-21.804792547113305,1261.1625054762624,650.1970431035999,1448.7924816393145,0.026878358894982773,-0.07246712226554014,-0.04558876337055737,True
